INDEX,FNAME,OPERATION,GROUP,AGGREGATE,MEMN,MDIM1,X1,MAXSB1,MAXSB2,MKIND,SPTRN,MSECT,MIO,OSVBAS,OSVOFF,ENG_UNITS,ENG_LTVAL11,ENG_LTVAL12,ENG_LTVAL21,ENG_LTVAL22,DESCRIPTION,MET_UNITS,MET_LTVAL11,MET_LTVAL12,MET_LTVAL21,MET_LTVAL22
622,./HSPF90/RCHRESTS.SEQ,RCHRES,OFLOW,SUM,PHCF2,5,3,-75,2,2,0,10,0,0,21979,lb/iv,0,16020,0,35310,Outflows of TIC and CO2 thru indiv exits,kg/iv,0,453.7,0,1000
621,./HSPF90/RCHRESTS.SEQ,RCHRES,OFLOW,SUM,PKCF2,5,10,-75,5,2,0,9,0,0,21791,lb/iv,0,16020,0,35310,Outflows thru indiv exits (Group PLANK),kg/iv,0,453.7,0,1000
512,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,LAST,BOD,1,1,1,1,1,0,7,0,0,19642,mg/l,0,1,0,1,BOD concentration in RCHRES,mg/l,0,1,0,1
511,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,LAST,DOX,1,1,1,1,1,0,7,0,0,19641,mg/l,0,1,0,1,DO concentration in RCHRES,mg/l,0,1,0,1
514,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,SUM,OXCF1,2,1,2,1,2,0,7,0,0,19654,lb/iv,0,16020,0,35310,Outflows of DO and BOD from the RCHRES,kg/iv,0,453.7,0,1000
515,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,SUM,OXCF2,5,2,-75,2,2,0,7,0,0,19708,lb/iv,0,16020,0,35310,Outflows of DO and BOD thru indiv exits,kg/iv,0,453.7,0,1000
516,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,SUM,OXCF3,8,1,8,1,2,0,7,0,0,19803,lb/iv,0,16020,0,35310,DO process fluxes,kg/iv,0,453.7,0,1000
517,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,SUM,OXCF4,8,1,8,1,2,0,7,0,0,19812,lb/iv,0,16020,0,35310,BOD process fluxes,kg/iv,0,453.7,0,1000
510,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,SUM,OXIF,2,1,2,1,2,0,7,0,0,19607,lb/iv,0,16020,0,35310,Inflows of DO and BOD to RCHRES,kg/iv,0,453.7,0,1000
513,./HSPF90/RCHRESTS.SEQ,RCHRES,OXRX,LAST,SATDO,1,1,1,1,1,0,7,0,0,19643,mg/l,0,1,0,1,Saturation DO concentration in RCHRES,mg/l,0,1,0,1
571,./HSPF90/RCHRESTS.SEQ,RCHRES,PHCARB,SUM,PHCF1,2,1,2,1,2,0,10,0,0,21927,lb/iv,0,16020,0,35310,Outflows of TIC and CO2 from RCHRES,kg/iv,0,453.7,0,1000
572,./HSPF90/RCHRESTS.SEQ,RCHRES,PHCARB,SUM,PHCF2,5,2,-75,2,2,0,10,0,0,21979,lb/iv,0,16020,0,35310,Outflows of TIC and CO2 thru indiv exits,kg/iv,0,453.7,0,1000
573,./HSPF90/RCHRESTS.SEQ,RCHRES,PHCARB,SUM,PHCF3,7,1,7,1,2,0,10,0,0,22024,lb/iv,0,16020,0,35310,Inorganic carbon reaction fluxes,kg/iv,0,453.7,0,1000
568,./HSPF90/RCHRESTS.SEQ,RCHRES,PHCARB,SUM,PHIF,2,1,2,1,2,0,10,0,0,21900,lb/iv,0,16020,0,35310,Inflows of TIC and CO2 to RCHRES,kg/iv,0,453.7,0,1000
569,./HSPF90/RCHRESTS.SEQ,RCHRES,PHCARB,LAST,PHST,3,1,3,1,1,0,10,0,0,21912,mg/l;pH,0,1,0,1,"TIC and CO2 concs, and pH,",mg/l;pH,0,1,0,1
570,./HSPF90/RCHRESTS.SEQ,RCHRES,PHCARB,LAST,SATCO2,1,1,3,1,1,0,10,0,0,21916,mg/l,0,1,0,1,Saturation CO2 concentration,mg/l,0,1,0,1
551,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,BALCLA,4,1,-20985,1,1,0,9,0,0,21247,ug/m2,0,1,0,1,Benthic algae as chlorophyll a by species,ug/m2,0,1,0,1
549,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,BENAL,4,1,-20985,1,1,0,9,0,0,21242,mg/m2,0,1,0,1,Benthic algae as biomass by species,mg/m2,0,1,0,1
550,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,PHYCLA,1,1,1,1,1,0,9,0,0,21246,ug/l,0,1,0,1,Phytoplankton conc. as chlorophyll a,ug/l,0,1,0,1
547,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,PHYTO,1,1,1,1,1,0,9,1,0,21240,mg/l,0,1,0,1,Phytoplankton concentration in RCHRES,mg/l,0,1,0,1
554,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF1,5,1,5,1,2,0,9,0,0,21781,lb/iv,0,16020,0,35310,Total outflows from RCHRES (Group PLANK),kg/iv,0,453.7,0,1000
567,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF10,5,1,5,1,2,0,9,0,0,21883,lb/iv,0,16020,0,35310,Dead refractory organic C fluxes,kg/iv,0,453.7,0,1000
556,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF2,5,5,-75,5,2,0,9,0,0,21791,lb/iv,0,16020,0,35310,Outflows thru indiv exits (Group PLANK),kg/iv,0,453.7,0,1000
561,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF5,5,1,5,1,2,0,9,0,0,21850,lb/iv,0,16020,0,35310,Phytoplankton reaction fluxes,kg/iv,0,453.7,0,1000
562,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF6,3,1,3,1,2,0,9,0,0,21855,lb/iv,0,16020,0,35310,Zooplankton reaction fluxes,kg/iv,0,453.7,0,1000
563,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF7,3,4,3,-20985,2,0,9,0,0,21858,mg/m2.iv,0,1,0,1,Benthic algae reaction fluxes,mg/m2.iv,0,1,0,1
565,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF8,5,1,5,1,2,0,9,0,0,21873,lb/iv,0,16020,0,35310,Dead refractory organic N fluxes,kg/iv,0,453.7,0,1000
566,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKCF9,5,1,5,1,2,0,9,0,0,21878,lb/iv,0,16020,0,35310,Dead refractory organic P fluxes,kg/iv,0,453.7,0,1000
544,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PKIF,5,1,5,1,2,0,9,0,0,20929,lb/iv,0,16020,0,35310,Inflows of plankton related constituents,kg/iv,0,453.7,0,1000
546,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,PKST3,7,1,7,1,1,0,9,0,0,21233,mg/l,0,1,0,1,Concentrations in Group PLANK (RCHRES),mg/l,0,1,0,1
553,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,PKST4,2,1,2,1,1,0,9,0,0,21253,mg/l,0,1,0,1,Total nitrogen and phosphorus concs.,mg/l,0,1,0,1
558,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PLADDR,3,1,3,1,2,0,9,0,0,21841,lb/iv,0,16020,0,35310,Dry atmospheric deposition to reach,kg/iv,0,453.7,0,1000
560,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PLADEP,3,1,3,1,2,0,9,0,0,21847,lb/iv,0,16020,0,35310,Total atmospheric deposition to reach,kg/iv,0,453.7,0,1000
559,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,PLADWT,3,1,3,1,2,0,9,0,0,21844,lb/iv,0,16020,0,35310,Wet atmospheric deposition to reach,kg/iv,0,453.7,0,1000
552,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,TBENAL,2,1,1,1,1,0,9,0,0,21251,mg/m2,0,1,0,1,Total benthic algae in RCHRES,mg/m2,0,1,0,1
555,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,TPKCF1,5,1,5,1,2,0,9,0,0,21786,lb/iv,0,16020,0,35310,"Summary outflows of org & total N, P, & C",kg/iv,0,453.7,0,1000
557,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,TPKCF2,5,5,-75,5,2,0,9,0,0,21816,lb/iv,0,16020,0,35310,Summary outflows thru indiv exits,kg/iv,0,453.7,0,1000
564,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,TPKCF7,3,1,3,1,2,0,9,0,0,21870,mg/m2.iv,0,1,0,1,Benthic algae reaction fluxes,mg/m2.iv,0,1,0,1
545,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,SUM,TPKIF,5,1,5,1,2,0,9,0,0,20959,lb/iv,0,16020,0,35310,"Summary inflows of org & total N, P, & C",kg/iv,0,453.7,0,1000
548,./HSPF90/RCHRESTS.SEQ,RCHRES,PLANK,LAST,ZOO,1,1,1,1,1,0,9,0,0,21241,org/l,0,1,0,1,Zooplankton population in RCHRES,org/l,0,1,0,1
594,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,ACFLX1,7,1,-22052,1,2,0,11,0,0,22231,lb/iv,0,16.02,0,35.31,Total outflows  (Group ACIDPH),kg/iv,0,0.4537,0,1
583,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,CROVOL,100,1,-2347,1,2,0,1,0,0,6949,acft/iv,0,43560,0,35310000,Total outflow of water from RCHRES by com,Mm3/iv,0,1233.6,0,1000000
590,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,NUCF1,4,1,4,1,2,0,8,0,0,20756,lb/iv,0,16020,0,35310,Total outflows of dissolved nutrients,kg/iv,0,453.7,0,1000
591,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,NUCF2,4,2,3,2,2,0,8,0,0,20760,lb/iv,0,16020,0,35310,Total outflows of adsorbed NH4 and PO4,kg/iv,0,453.7,0,1000
589,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,OXCF1,2,1,2,1,2,0,7,0,0,19654,lb/iv,0,16020,0,35310,Outflows of DO and BOD from the RCHRES,kg/iv,0,453.7,0,1000
593,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,PHCF1,2,1,2,1,2,0,10,0,0,21927,lb/iv,0,16020,0,35310,"PHCARB     TIC, CO2",kg/iv,0,453.7,0,1000
592,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,PKCF1,5,1,5,1,2,0,9,0,0,21781,lb/iv,0,16020,0,35310,Total outflows from RCHRES (Group PLANK),kg/iv,0,453.7,0,1000
584,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,ROCON,10,1,-13498,1,2,0,3,0,0,14049,qty/iv,0,1,0,1,Outflow of conservatives from RCHRES,qty/iv,0,1,0,1
587,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,RODQAL,3,1,-15455,1,2,0,6,0,0,19187,qty/iv,0,1,0,1,Outflow of dissolved qual from RCHRES,qty/iv,0,1,0,1
585,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,ROHEAT,1,1,1,1,2,0,4,0,0,14800,BTU/iv,0,0.0089,0,0.0353,Outflow of heat through active exits,kcl/iv,0,0.000252,0,0.001
586,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,ROSED,4,1,3,1,2,0,5,0,0,15047,tn/iv,0,32040000,0,35310000,Total outflows of sediment from RCHRES,tne/iv,0,907400,0,1000000
588,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,ROSQAL,4,3,3,-15455,2,0,6,0,0,19222,qty/iv,0,1,0,1,Outflow of sed-assoc qual from RCHRES,qty/iv,0,1,0,1
582,./HSPF90/RCHRESTS.SEQ,RCHRES,ROFLOW,SUM,ROVOL,1,1,1,1,2,0,1,0,0,6948,acft/iv,0,43560,0,35310000,Total outflow of water from RCHRES,Mm3/iv,0,1233.6,0,1000000
483,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,LAST,BEDDEP,1,1,1,1,1,0,5,0,0,15002,ft,0,1,0,3.281,Bed depth (thickness),m,0,0.3048,0,1
484,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,SUM,DEPSCR,4,1,4,1,2,0,5,0,0,15043,tn/iv,0,32040000,0,35310000,Sediment deposition (pos) or scour (neg),tne/iv,0,907400,0,1000000
479,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,SUM,ISED,4,1,4,1,2,0,5,0,0,14896,tn/iv,0,32040000,0,35310000,Inflows of sediments to RCHRES,tne/iv,0,907400,0,1000000
486,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,SUM,OSED,5,4,-75,4,2,0,5,0,0,15151,tn/iv,0,32040000,0,35310000,Outflows of sediment through indiv exits,tne/iv,0,907400,0,1000000
485,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,SUM,ROSED,4,1,4,1,2,0,5,0,0,15047,tn/iv,0,32040000,0,35310000,Total outflows of sediment from RCHRES,tne/iv,0,907400,0,1000000
480,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,LAST,RSED,10,1,10,1,1,0,5,0,0,14985,tn,0,32040000,0,35310000,Sediment storages,tne,0,907400,0,1000000
481,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,LAST,SSED,4,1,4,1,1,0,5,1,0,14995,mg/l,0,1,0,1,Suspended sediment concentrations,mg/l,0,1,0,1
482,./HSPF90/RCHRESTS.SEQ,RCHRES,SEDTRN,LAST,TSED,3,1,3,1,1,0,5,0,0,14999,tn,0,32040000,0,35310000,Total sediment storages by fraction,tne,0,907400,0,1000000
624,./HSPF90/REPORTTS.SEQ,REPORT,INPUT,ANY,TIMSER,50,99,-17,-18,2,0,0,2,0,12476,any,0,1,0,1,Input time series,any,0,1,0,1
